customer_id,region,usage_type,daily_usage_liters,system_uptime_percent,reduction_percent,days_since_maintenance,complaint_count,maintenance_urgency,cluster_label,cluster_description,recommendation,install_month
CUST_179,Mumbai,Agricultural,2740,73.84,94.74,56,2,0.76,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_180,Mumbai,Industrial,999,92.17,85.96,98,3,1.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_181,Nashik,Industrial,1946,81.91,72.79,35,4,0.43,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_182,Pune,Residential,2318,77.89,69.24,38,2,0.49,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_183,Mumbai,Agricultural,740,81.26,86.75,11,2,0.14,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_184,Mumbai,Industrial,2160,84.93,91.8,93,5,1.1,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_185,Mumbai,Industrial,1940,80.29,94.46,20,2,0.25,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_186,Nashik,Agricultural,1829,77.26,64.83,26,0,0.34,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_187,Nashik,Agricultural,3265,81.96,94.55,104,4,1.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_188,Pune,Industrial,2667,70.58,52.8,57,4,0.81,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_189,Nashik,Industrial,2900,93.17,57.68,95,1,1.02,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_190,Mumbai,Residential,3586,75.13,49.45,21,0,0.28,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_191,Pune,Residential,1394,71.32,58.59,8,4,0.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_192,Mumbai,Industrial,867,89.61,83.4,65,5,0.73,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_193,Mumbai,Residential,3266,93.22,87.65,103,4,1.1,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_194,Nashik,Industrial,535,94.41,83.94,109,1,1.15,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_195,Pune,Industrial,1604,84.81,76.55,90,3,1.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_196,Nashik,Residential,3334,76.16,70.7,115,3,1.51,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_197,Nashik,Residential,3988,92.12,80.44,56,0,0.61,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_198,Pune,Agricultural,1485,90.99,64.54,39,2,0.43,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_199,Mumbai,Agricultural,3562,77.39,87.07,48,1,0.62,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_200,Mumbai,Agricultural,1332,97.1,78.86,19,1,0.2,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_201,Pune,Industrial,2407,73.13,79.89,65,4,0.89,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_202,Mumbai,Residential,3240,99.48,71.8,108,5,1.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_203,Pune,Industrial,2140,95.81,89.26,48,4,0.5,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_204,Pune,Residential,524,90.64,57.6,25,5,0.28,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_205,Nashik,Industrial,2142,98.16,64.06,81,1,0.83,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_206,Pune,Agricultural,3047,91.67,83.88,51,2,0.56,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_207,Nashik,Agricultural,881,75.71,69.64,79,3,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_208,Mumbai,Agricultural,3658,83.26,89.46,53,0,0.64,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_209,Mumbai,Industrial,3341,72.15,62.32,57,5,0.79,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_210,Mumbai,Residential,468,81.69,63.47,31,3,0.38,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_211,Mumbai,Residential,3433,92.25,89.44,35,0,0.38,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_212,Nashik,Agricultural,3720,81.59,68.22,48,2,0.59,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_213,Mumbai,Agricultural,1765,79.91,70.81,36,1,0.45,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_214,Pune,Agricultural,313,87.86,61.64,34,2,0.39,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_215,Pune,Agricultural,2511,96.17,58.83,22,5,0.23,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_216,Pune,Residential,1743,71.43,77.8,67,1,0.94,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_217,Nashik,Industrial,3104,81.56,50.99,20,4,0.25,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_218,Mumbai,Industrial,2170,74.75,88.96,39,0,0.52,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_219,Mumbai,Industrial,1843,90.86,83.96,66,4,0.73,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_220,Mumbai,Industrial,1989,73.17,54.54,13,1,0.18,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_221,Nashik,Agricultural,1871,89.94,79.7,66,0,0.73,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_222,Pune,Agricultural,3931,78.59,75.13,43,0,0.55,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_223,Pune,Agricultural,3968,75.97,54.23,55,4,0.72,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_224,Mumbai,Industrial,1351,98.09,58.66,105,0,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_225,Pune,Agricultural,2031,70.56,65.45,119,1,1.69,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_226,Pune,Agricultural,745,83.13,79.96,14,5,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_227,Nashik,Residential,3579,70.65,76.94,56,5,0.79,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_228,Nashik,Residential,3841,84.51,71.61,16,1,0.19,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_229,Nashik,Agricultural,1015,85.03,83.42,76,4,0.89,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_230,Nashik,Residential,3323,79.65,82.9,66,2,0.83,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_231,Mumbai,Residential,1118,73.96,75.89,7,1,0.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_232,Nashik,Agricultural,2451,81.29,84.35,87,5,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_233,Pune,Agricultural,3089,90.17,61.71,15,1,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_234,Mumbai,Agricultural,725,93.47,89.06,12,0,0.13,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_235,Pune,Agricultural,1424,85.92,75.75,94,0,1.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_236,Pune,Industrial,1864,87.7,86.12,113,1,1.29,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_237,Pune,Industrial,2986,76.02,72.31,27,4,0.36,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_238,Nashik,Agricultural,1149,78.62,55.92,14,2,0.18,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_239,Nashik,Residential,1845,74.86,72.12,22,0,0.29,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_240,Mumbai,Agricultural,1429,77.48,63.56,80,5,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_241,Mumbai,Agricultural,2002,76.75,79.87,43,0,0.56,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_242,Nashik,Residential,2301,85.58,68.79,30,5,0.35,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_243,Pune,Industrial,3116,86.88,86.81,15,2,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_244,Mumbai,Agricultural,576,98.35,78.9,14,0,0.14,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_245,Nashik,Agricultural,3436,75.87,79.23,7,4,0.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_246,Nashik,Industrial,2106,89.25,55.86,66,5,0.74,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_247,Nashik,Industrial,3247,94.52,94.21,75,0,0.79,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_248,Pune,Residential,2535,86.81,87.08,65,0,0.75,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_249,Nashik,Industrial,3688,77.65,84.45,8,1,0.1,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_250,Nashik,Industrial,2239,77.88,61.51,65,4,0.83,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_251,Nashik,Industrial,3509,71.18,71.78,108,4,1.52,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_252,Nashik,Residential,3714,79.16,51.86,12,1,0.15,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_253,Mumbai,Industrial,2452,92.34,71.92,106,5,1.15,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_254,Mumbai,Industrial,845,71.43,52.29,17,3,0.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_255,Nashik,Residential,2727,76.58,72.65,16,2,0.21,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_256,Pune,Industrial,409,91.19,77.44,39,4,0.43,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_257,Mumbai,Industrial,844,93.48,64.51,106,3,1.13,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_258,Nashik,Residential,2701,83.66,69.93,58,5,0.69,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_259,Mumbai,Agricultural,1042,90.94,88.78,55,2,0.6,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_260,Mumbai,Residential,2664,81.64,50.43,47,4,0.58,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_261,Pune,Industrial,1589,74.8,84.59,104,0,1.39,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_262,Nashik,Industrial,2175,81.94,53.54,115,4,1.4,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_263,Nashik,Industrial,1388,87.4,46.84,70,2,0.8,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_264,Pune,Residential,632,98.44,54.28,19,3,0.19,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_265,Pune,Industrial,1836,72.06,83.25,53,0,0.74,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_266,Nashik,Industrial,1456,85.22,65.26,38,2,0.45,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_267,Nashik,Residential,891,79.87,88.63,43,5,0.54,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_268,Pune,Agricultural,1082,85.25,71.24,30,2,0.35,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_269,Mumbai,Agricultural,839,70.72,46.11,116,4,1.64,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_270,Mumbai,Industrial,3082,79.39,80.84,73,5,0.92,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_271,Pune,Residential,1858,94.6,50.51,52,1,0.55,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_272,Mumbai,Industrial,1819,86.62,84.47,93,1,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_273,Pune,Residential,2968,83.52,53.41,55,0,0.66,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_274,Mumbai,Residential,918,78.57,62.27,102,2,1.3,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_275,Mumbai,Agricultural,3740,78.94,83.06,115,3,1.46,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_276,Nashik,Agricultural,3256,81.49,92.71,8,0,0.1,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_277,Nashik,Residential,2133,95.07,63.57,102,5,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_278,Mumbai,Industrial,1291,99.02,86.47,31,0,0.31,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_279,Mumbai,Agricultural,2446,83.16,54.54,46,4,0.55,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
